source,target
Orbital_period,Elliptic_orbit
Orbital_period,Transfer_orbit
Mya_(unit),New_Scientist
Mya_(unit),Myr
Standard_time,Longitude
Standard_time,Eastern_hemisphere
Standard_time,Western_hemisphere
Standard_time,Prime_meridian
Standard_time,Railways
Standard_time,GMT
Standard_time,Railway_time
Danian,Age_(geology)
Danian,Stage_(stratigraphy)
Danian,Iridium
Danian,K%E2%80%93Pg_extinction_event
Danian,El_Kef
Danian,Tunisia
Danian,Basque_Country_(autonomous_community)
Danian,Spain
Danian,Epoch_(geology)
Ordovician,Dob%27s_Linn
Ordovician,Moffat
Ordovician,United_Kingdom
Ordovician,Oxygen
Ordovician,Carbon_dioxide
Carboniferous,Montagne_Noire
Carboniferous,France
Carboniferous,Streptognathodus
Carboniferous,Morphotype
Carboniferous,Ural_Mountains
Carboniferous,Kazakhstan
Carboniferous,Oxygen
Bird,Gentoo_penguin
Bird,Bar-throated_minla
Bird,Shoebill
Bird,Grey_crowned_crane
Bird,Anna%27s_hummingbird
Bird,Rainbow_lorikeet
Bird,Grey_heron
Bird,Eurasian_eagle-owl
Bird,White-tailed_tropicbird
Bird,Indian_peafowl
Silurian,First_appearance_datum
Silurian,Graptolite
Silurian,Dob%27s_Linn
Silurian,Moffat
Silurian,United_Kingdom
Silurian,Monograptus
Silurian,Klonk
Silurian,Prague
Silurian,Czechia
Penguin_(disambiguation),Penguin_(missile)
Penguin_(disambiguation),"Penguin,_Tasmania"
Penguin_(disambiguation),Penguin_Island_(disambiguation)
Penguin_(disambiguation),Penguin_Islands
Penguin_(disambiguation),Penguin_Islands_(Newfoundland_and_Labrador)
Precambrian,Cambria
Precambrian,Wales
Precambrian,Eon_(geology)
Precambrian,Ga_(unit)
Precambrian,Ma_(unit)
Precambrian,Stromatolites
Precambrian,Biostratigraphy
Precambrian,Metamorphic_rock
Precambrian,Formation_of_the_Earth
Animal,Cephalopod
Animal,Annelid
Animal,Tunicate
Animal,Fish
Animal,Bird
Animal,Phoronida
Animal,Taxonomy_(biology)
Animal,Eukaryote
Animal,Unikont
Devonian,La_Serre
Devonian,Montagne_Noire
Devonian,France
Devonian,Oxygen
Permian,Russia
Permian,Amniote
Permian,Mammal
Permian,Turtle
Permian,Lepidosauria
Permian,Archosaur
Permian,Pangaea
Permian,Siberia_(continent)
Permian,Panthalassa
Cambrian,International_Commission_on_Stratigraphy
Cambrian,Geological_history_of_Earth
Cambrian,Geological_period
Cambrian,System_(stratigraphy)
Cambrian,Adam_Sedgwick
Cambrian,Trace_fossil
Cambrian,Treptichnus_pedum
Cambrian,Fortune_Head
Megaannum,Hindu_calendar
Megaannum,Jalali_calendar
Megaannum,Solar_Hijri_calendar
Megaannum,Solar_calendar
Megaannum,Nowruz
Triassic,Epoch_(geology)
Triassic,Faunal_stages
Triassic,Sydney
Triassic,Australia
Triassic,Shales
Triassic,Sydney_sandstone
Triassic,Tethys_Ocean
Triassic,Paleo-Tethys_Ocean
Triassic,Panthalassa
Holocene,Modern_Middle_East
Holocene,Modernity
Holocene,Futures_studies
Holocene,Future
Holocene,Template_talk:Human_history
Holocene,Stage_(stratigraphy)
Holocene,Age_(geology)
Holocene,10th_millennium_BC
Holocene,7th_millennium_BC
Penguin,Marplesornis
Penguin,Palaeospheniscinae
Penguin,Palaeospheniscus
Penguin,Early_Oligocene
Penguin,Cruschedula
Sun,Sol_(Roman_mythology)
Sun,Sun_(Germanic_mythology)
Sun,Helios
Sun,Astronomical_unit
Sun,Speed_of_light
Sun,Apparent_magnitude
Sun,Absolute_magnitude
Earth,Epoch_(astronomy)
Earth,J2000.0
Earth,Perihelion_and_aphelion
Earth,Semi-major_and_semi-minor_axes
Earth,Orbital_eccentricity
Earth,Orbital_period
Flight_feather,Common_buzzard
Flight_feather,Ulna
Flight_feather,Quill_knob
Flight_feather,Hummingbird
Flight_feather,Albatross
Season,Thunderstorm
Season,Air-mass_thunderstorm
Season,Thundersnow
Season,Dry_thunderstorm
Season,Mesocyclone
Season,Supercell
Season,Tornado
Season,Anticyclonic_tornado
Season,Landspout
Season,Waterspout
Season,Dust_devil
Axial_tilt,Axis%E2%80%93angle_representation
Axial_tilt,Earth%27s_rotation
Axial_tilt,Earth-centered_inertial
Axial_tilt,Ecliptic
Axial_tilt,Celestial_equator
Axial_tilt,Greek_letter
Axial_tilt,Epsilon
Axial_tilt,Axial_precession
Axial_tilt,Perturbation_(astronomy)
Axial_tilt,Second_of_arc
Earth%27s_orbit,Heliocentrism
Earth%27s_orbit,Solar_System
Earth%27s_orbit,Geocentrism
Earth%27s_orbit,Aristarchus_of_Samos
Earth%27s_orbit,Nicolaus_Copernicus
Chordate,Zhongxiniscus
Chordate,Phylum
Chordate,Notochord
Chordate,Dorsal_nerve_cord
Chordate,Pharyngeal_slit
Chordate,Tail
Chordate,Bilateral_symmetry
Chordate,Coelom
Taxonomy_(biology),Human_evolution
Taxonomy_(biology),Phylogenetic_tree
Taxonomy_(biology),Biodiversity
Taxonomy_(biology),Biogeography
Taxonomy_(biology),Evolutionary_taxonomy
Taxonomy_(biology),Cladistics
Taxonomy_(biology),Transitional_fossil
Taxonomy_(biology),Extinction_event
Taxonomy_(biology),History_of_evolutionary_thought
Taxonomy_(biology),Evolutionary_ideas_of_the_Renaissance_and_Enlightenment
Family_(biology),Cladistics
Family_(biology),Phylogenetics
Family_(biology),Taxonomy_(biology)
Family_(biology),Virus_classification
Emperor_penguin,James_Cook
Emperor_penguin,Second_voyage_of_James_Cook
Emperor_penguin,King_penguin
Emperor_penguin,Fossil
Emperor_penguin,Ridgen%27s_penguin
Emperor_penguin,Pliocene
Emperor_penguin,Basal_(phylogenetics)
Great_auk,Synonym_(taxonomy)
Great_auk,Morten_Thrane_Br%C3%BCnnich
Great_auk,"Georges-Louis_Leclerc,_Comte_de_Buffon"
Great_auk,Johann_Reinhold_Forster
Great_auk,Species
Great_auk,Flightless_bird
Great_auk,Bird_extinction
Great_auk,Genus
Great_auk,Penguin
Orbital_period,Hohmann_transfer_orbit
Orbital_period,Bi-elliptic_transfer
Orbital_period,Parabolic_trajectory
Orbital_period,Hyperbolic_trajectory
Orbital_period,Radial_trajectory
Standard_time,Allegheny_Observatory
Standard_time,Standard_time_in_the_United_States
Standard_time,Pennsylvania_Railroad
Standard_time,Samuel_Pierpont_Langley
Standard_time,University_of_Pittsburgh
Standard_time,Western_University_of_Pennsylvania
Danian,Series_(stratigraphy)
Danian,Period_(geology)
Danian,Era
Danian,Erathem
Danian,Patagonia
Danian,Germany
Danian,Switzerland
Danian,Pierre_Jean_%C3%89douard_Desor
Ordovician,Parts_per_million
Ordovician,Geologic_period
Ordovician,System_(geology)
Ordovician,Era_(geology)
Ordovician,Celtic_Britons
Ordovician,Ordovices
Carboniferous,Carbon_dioxide
Carboniferous,Parts_per_million
Carboniferous,Period_(geology)
Carboniferous,Annum
Carboniferous,Latin
Carboniferous,Coal
Carboniferous,William_Conybeare_(geologist)
Carboniferous,Amphibian
Carboniferous,Amniote
Bird,Atlantic_puffin
Bird,American_flamingo
Bird,Blue-footed_booby
Bird,Keel-billed_toucan
Bird,Taxonomy_(biology)
Bird,Animal
Bird,Chordate
Silurian,Oxygen
Silurian,Carbon_dioxide
Silurian,Parts_per_million
Silurian,Period_(geology)
Silurian,Annum
Silurian,Era_(geology)
Silurian,Geology
Silurian,Rock_(geology)
Penguin_(disambiguation),Penguin_River
Penguin_(disambiguation),Penguin_Bay
Penguin_(disambiguation),Penguin_Bight
Penguin_(disambiguation),Penguin_Heights
Penguin_(disambiguation),Penguin_Point_(disambiguation)
Precambrian,Mars
Precambrian,Planetesimal
Precambrian,Moon
Precambrian,Giant_impact_hypothesis
Precambrian,Zircon
Precambrian,Western_Australia
Precambrian,Radiometric_dating
Precambrian,Geologist
Precambrian,Paleontologists
Precambrian,United_States_Geological_Survey
Animal,Obazoa
Animal,Opisthokont
Animal,Holozoa
Animal,Filozoa
Animal,Carl_Linnaeus
Animal,10th_edition_of_Systema_Naturae
Animal,Synonym_(taxonomy)
Animal,Multicellular
Devonian,Carbon_dioxide
Devonian,Parts_per_million
Devonian,Period_(geology)
Devonian,Adaptive_radiation
Permian,Carboniferous_rainforest_collapse
Permian,Desert
Permian,Emeishan_Traps
Permian,Geology
Permian,Geological_Society_of_London
Permian,%C3%89douard_de_Verneuil
Permian,Volga
Permian,Perm_Krai
Permian,Epoch_(geology)
Permian,Ochoan
Cambrian,Newfoundland
Cambrian,Canada
Cambrian,First_appearance_datum
Cambrian,Conodont
Cambrian,Iapetognathus_fluctivagus
Cambrian,"Green_Point,_Newfoundland"
Cambrian,Oxygen
Cambrian,Carbon_dioxide
Megaannum,March_equinox
Megaannum,Tehran
Megaannum,Calendar_era
Megaannum,Cardinal_number_(linguistics)
Megaannum,Common_Era
Triassic,Subduction
Triassic,Rift
Triassic,New_Jersey
Triassic,Morocco
Triassic,Newark_Supergroup
Triassic,Western_Europe
Triassic,North_America
Triassic,Stratigraphy
Triassic,Theropods
Triassic,Prosauropods
Holocene,Kiloannus
Holocene,3rd_millennium_BC
Holocene,Blytt%E2%80%93Sernander_system
Holocene,Preboreal
Holocene,8th_millennium_BC
Holocene,Boreal_(age)
Penguin,Accipitridae
Penguin,Phylogenetic_taxonomy
Penguin,Linnean_taxonomy
Penguin,Phylogeny
Penguin,Bruny_Island
Penguin,Tasmania
Penguin,Evolution
Sun,Stellar_classification
Sun,Metallicity
Sun,Angular_size
Sun,Minutes_of_arc
Sun,Degree_(angle)
Sun,Orbit
Sun,Milky_Way
Sun,Light-year
Earth,Kilosecond
Earth,Orbital_speed
Earth,Mean_anomaly
Earth,Orbital_inclination
Earth,Sun
Earth,Equator
Earth,Invariable_plane
Flight_feather,Covert_feather
Flight_feather,Embryo
Flight_feather,Loon
Flight_feather,Pelican
Flight_feather,Hawk
Flight_feather,Eagle
Flight_feather,Crane_(bird)
Season,Fire_whirl
Season,Anticyclone
Season,Cyclone
Season,Polar_low
Season,Extratropical_cyclone
Season,European_windstorm
Season,Nor%27easter
Season,Subtropical_cyclone
Axial_tilt,Century
Axial_tilt,Pytheas
Axial_tilt,Gnomon
Axial_tilt,Al-Mamun
Axial_tilt,Ulugh_Beg
Axial_tilt,Middle_Ages
Axial_tilt,Trepidation_(astronomy)
Axial_tilt,Ibn_al-Shatir
Axial_tilt,Fracastoro
Earth%27s_orbit,De_revolutionibus
Earth%27s_orbit,Copernican_heliocentrism
Earth%27s_orbit,Ptolemy
Earth%27s_orbit,Copernican_revolution
Earth%27s_orbit,Apparent_retrograde_motion
Earth%27s_orbit,Joan_Blaeu
Chordate,Metameric
Chordate,Circulatory_system
Chordate,Ambulacraria
Chordate,Superphylum
Chordate,Deuterostomia
Chordate,Subphyla
Chordate,Fish
Taxonomy_(biology),Transmutation_of_species
Taxonomy_(biology),Charles_Darwin
Taxonomy_(biology),On_the_Origin_of_Species
Taxonomy_(biology),The_eclipse_of_Darwinism
Family_(biology),List_of_Anuran_families
Family_(biology),List_of_Testudines_families
Family_(biology),List_of_fish_families
Family_(biology),List_of_families_of_spiders
Family_(biology),Biology_Letters
Family_(biology),John_Hendley_Barnhart
Family_(biology),Taxon_(journal)
Family_(biology),"International_Code_of_Nomenclature_for_algae,_fungi,_and_plants"
Emperor_penguin,Mitochondria
Emperor_penguin,Cell_nucleus
Emperor_penguin,DNA
Emperor_penguin,Sexual_dimorphism
Emperor_penguin,Ratite
Emperor_penguin,Avian_incubation
Emperor_penguin,Dorsum_(biology)
Emperor_penguin,Ear
Emperor_penguin,Down_feather
Emperor_penguin,Albinism_in_biology
Great_auk,North_Atlantic
Great_auk,Miomancalla
Great_auk,Beak
Great_auk,Atlantic_menhaden
Great_auk,Capelin
Great_auk,Crustacean
Great_auk,Maritime_Archaic
Great_auk,Down_feather
Great_auk,Eldey
Orbital_period,Orbital_decay
Orbital_period,Dynamical_friction
Orbital_period,Escape_velocity
Orbital_period,Kepler%27s_equation
Orbital_period,Kepler%27s_laws_of_planetary_motion
Orbital_period,Orbital_speed
Orbital_period,Surface_gravity
Orbital_period,Specific_orbital_energy
Standard_time,"Pittsburgh,_Pennsylvania"
Standard_time,LS%26MS
Standard_time,Santa_Fe_Railroad
Standard_time,"Jefferson_City,_Missouri"
Standard_time,"Deming,_New_Mexico"
Standard_time,"El_Paso,_Texas"
Standard_time,Northern_Pacific_Railroad
Danian,Faxe
Danian,M%C3%B8ns_Klint
Danian,Latin
Danian,Denmark
Danian,Montian
Danian,Belgium
Danian,Mons
Danian,Junior_synonym
Ordovician,Adam_Sedgwick
Ordovician,Roderick_Murchison
Ordovician,Rock_(geology)
Ordovician,Fossil
Ordovician,Fauna
Ordovician,Stratum
Ordovician,International_Union_of_Geological_Sciences
Ordovician,Ordovician%E2%80%93Silurian_extinction_events
Carboniferous,Arthropod
Carboniferous,Meganeura
Carboniferous,Glaciation
Carboniferous,Mountain_building
Carboniferous,Pangaea
Bird,Sauropsida
Bird,Avemetatarsalia
Bird,Ornithurae
Bird,Carl_Linnaeus
Bird,10th_edition_of_Systema_Naturae
Bird,Order_(biology)
Bird,Palaeognathae
Bird,Struthioniformes
Bird,Miocene
Silurian,Ordovician%E2%80%93Silurian_extinction_events
Silurian,Gnathostomata
Silurian,Life
Silurian,Bryophyte
Silurian,Vascular_plants
Silurian,Arthropods
Silurian,Timeline_of_the_evolutionary_history_of_life
Silurian,Template_talk:Life_timeline
Silurian,Water
Penguin_(disambiguation),Pittsburgh_Penguins
Penguin_(disambiguation),Scranton_Penguins
Penguin_(disambiguation),Krefeld_Pinguine
Penguin_(disambiguation),Penguin_Football_Club
Penguin_(disambiguation),Dominican_Penguins
Precambrian,Origin_of_life
Precambrian,Earliest_known_life_forms
Precambrian,Carbon
Precambrian,Greenland
Precambrian,Bacteria
Precambrian,Rafatazmia
Precambrian,Bangiomorpha
Precambrian,Ediacaran_biota
Precambrian,Burgess_Shale
Animal,Eukaryotic
Animal,Kingdom_(biology)
Animal,Heterotroph
Animal,Motility
Animal,Sexual_reproduction
Animal,Cell_(biology)
Animal,Blastula
Animal,Embryogenesis
Animal,Extant_taxon
Devonian,Pteridophyte
Devonian,Forest
Devonian,Pteridospermatophyta
Devonian,Arthropod
Devonian,Fish
Devonian,Placodermi
Permian,Earth
Permian,Continental_fragment
Permian,Cathaysia
Permian,Equator
Permian,Paleo-Tethys_Ocean
Permian,Cimmeria_(continent)
Permian,Rift
Permian,Gondwana
Permian,Laurasia
Permian,Tethys_Ocean
Permian,Central_Pangean_Mountains
Cambrian,Parts_per_million
Cambrian,C_with_bar
Cambrian,Phanerozoic_Eon
Cambrian,Wales
Cambrian,Lagerst%C3%A4tte
Cambrian,Life
Cambrian,Unicellular_organism
Cambrian,Charnia
Cambrian,Multicellular_organism
Megaannum,Christianity
Megaannum,Nativity_of_Jesus
Megaannum,Before_Christ
Megaannum,Before_the_Common_Era
Megaannum,Inclusive_counting
Megaannum,Astronomical_year_numbering
Triassic,Ornithischians
Triassic,Peneplain
Triassic,Summit_accordance
Triassic,Exhumation_(geology)
Triassic,Strandflat
Triassic,Illite
Triassic,B%C3%B8mlo
Triassic,Eustatic_sea_level
Holocene,Atlantic_(period)
Holocene,6th_millennium_BC
Holocene,4th_millennium_BC
Holocene,Subboreal
Holocene,1st_millennium_BC
Penguin,Biogeography
Penguin,Alpha_taxonomy
Penguin,Cretaceous%E2%80%93Paleogene_extinction_event
Penguin,Byrd_Land
Penguin,Plate_tectonics
Penguin,Most_recent_common_ancestor
Penguin,Cladistics
Penguin,Campanian
Sun,Galactic_year
Sun,Julian_year_(astronomy)
Sun,Velocity
Sun,Radius
Sun,Solar_radius
Sun,Earth_radius
Sun,Circumference
Sun,Flattening
Sun,Surface_area
Sun,Volume
Sun,Mass
Earth,Ecliptic
Flight_feather,Sandpiper
Flight_feather,Gull
Flight_feather,Olecranon
Season,Tropical_cyclone
Season,Atlantic_hurricane
Season,Typhoon
Season,Storm_surge
Season,Dust_storm
Axial_tilt,Tycho_Brahe
Axial_tilt,Denmark
Axial_tilt,Al-Ma%27mun
Earth%27s_orbit,Season
Earth%27s_orbit,Axial_tilt
Earth%27s_orbit,Ecliptic
Earth%27s_orbit,Arctic_Circle
Earth%27s_orbit,Antarctic_Circle
Earth%27s_orbit,Polar_night
Earth%27s_orbit,Midnight_sun
Chordate,Amphibian
Chordate,Reptile
Chordate,Bird
Chordate,Mammal
Chordate,Urochordate
Chordate,Sea_squirt
Chordate,Salps
Chordate,Lancelet
Chordate,Hemichordate
Taxonomy_(biology),Modern_synthesis_(20th_century)
Taxonomy_(biology),History_of_molecular_evolution
Taxonomy_(biology),Evolutionary_developmental_biology
Taxonomy_(biology),History_of_speciation
Taxonomy_(biology),History_of_paleontology
Taxonomy_(biology),Timeline_of_paleontology
Family_(biology),Bratislava
Family_(biology),International_Association_for_Plant_Taxonomy
Family_(biology),Template_talk:Taxonomic_ranks
Family_(biology),Realm_(virology)
Family_(biology),Subrealm
Family_(biology),Subkingdom
Family_(biology),Infrakingdom
Family_(biology),Superphylum
Family_(biology),Subphylum
Emperor_penguin,Fledge
Emperor_penguin,Moult
Emperor_penguin,Frequency_band
Emperor_penguin,Dermal
Emperor_penguin,Thermoregulation
Emperor_penguin,Core_temperature
Emperor_penguin,Glucagon
Great_auk,American_Ornithologists%27_Union
Great_auk,The_Auk
Great_auk,Humerus
Great_auk,Miocene
Great_auk,MtDNA
Great_auk,DNA_sequence
Great_auk,Morphology_(biology)
Great_auk,Biogeography
Orbital_period,Vis-viva_equation
Orbital_period,Celestial_mechanics
Orbital_period,Barycenter
Orbital_period,Hill_sphere
Orbital_period,Perturbation_(astronomy)
Orbital_period,Sphere_of_influence_(astrodynamics)
Orbital_period,N-body_problem
Orbital_period,Lagrangian_point
Orbital_period,Halo_orbit
Standard_time,"Wallula,_Washington"
Standard_time,Omaha
Standard_time,Charles_F._Dowd
Standard_time,"Washington,_DC"
Standard_time,Sandford_Fleming
Standard_time,Royal_Canadian_Institute
Standard_time,Cleveland_Abbe
Standard_time,Solar_time
Danian,Iridium_anomaly
Danian,Cretaceous%E2%80%93Paleogene_boundary
Danian,GSSP
Danian,Foraminiferans
Danian,Biozone
Danian,Biostratigraphy
Danian,Nanoplankton
Danian,Genus
Ordovician,Mollusca
Ordovician,Arthropod
Ordovician,Great_Ordovician_Biodiversification_Event
Ordovician,Fish
Ordovician,Vertebrate
Ordovician,Gnathostomata
Ordovician,International_Classification_for_Standards
Ordovician,Gondwana
Carboniferous,Carboniferous_rainforest_collapse
Carboniferous,United_States
Carboniferous,Mississippian_age
Carboniferous,Dinantian
Carboniferous,Visean
Bird,Notopalaeognathae
Bird,Rheiformes
Bird,Eocene
Bird,Tinamiformes
Bird,Casuariiformes
Bird,Oligocene
Bird,Apterygiformes
Silurian,Unicellular_organism
Silurian,Evolution_of_photosynthesis
Silurian,Eukaryote
Silurian,Multicellular_organism
Silurian,Arthropod
Silurian,Mollusca
Silurian,Evolutionary_history_of_plants
Silurian,Dinosaur
Penguin_(disambiguation),Youngstown_State_Penguins
Penguin_(disambiguation),Penguin_(dinghy)
Penguin_(disambiguation),Ron_Cey
Penguin_(disambiguation),Penguins_Cup
Penguin_(disambiguation),MV_Penguin
Penguin_(disambiguation),MV_Penguin_II
Precambrian,Cambrian_explosion
Precambrian,Pillow_lava
Precambrian,Temagami_Greenstone_Belt
Precambrian,Canadian_Shield
Precambrian,Plate_tectonics
Precambrian,Tectonic
Precambrian,Supercontinent
Animal,Species
Animal,Species_description
Animal,Insecta
Animal,Ecology
Animal,Food_web
Animal,Zoology
Animal,Bilateria
Animal,Clade
Animal,Protostomes
Devonian,Tetrapod
Devonian,Shark
Devonian,Ammonoidea
Devonian,Trilobite
Devonian,Brachiopod
Devonian,Coral_reef
Devonian,Late_Devonian_extinction
Permian,Himalayas
Permian,Continental_climate
Permian,Monsoon
Permian,Gymnosperm
Permian,Fern
Permian,Spore
Permian,Pinophyta
Permian,Ginkgo
Permian,Cycad
Permian,Red_Beds_of_Texas_and_Oklahoma
Cambrian,Cambrian_explosion
Cambrian,Phylum
Cambrian,Phylogenetics
Cambrian,Metazoa
Cambrian,Animals
Cambrian,Monophyly
Cambrian,Protists
Megaannum,0_(year)
Megaannum,365-day_calendar
